XXX,Sample,FD10,FD11,FD12,FD13,FD14,FD15,FD16,FD17,FD18,FD31,FD32,FD33,FD34,FD35,FD36,FD43,FD44,FD45,FD46,FD47,FD48,FD7,FD8,FD9,Totalpersamp,totalfeatures,relabund,reabund*100,size
X,86d737843e7fd3272b6af197ce45a71c,11,0,0,0,0,0,4,0,7,0,10,0,14,11,0,0,0,15,8,0,19,0,14,0,113,1135022,9.95575E-05,0.009955754,4.01
X,86e14dd85367bf944f87fb172a7697ea,0,20,30,0,68,0,37,43,24,0,0,24,20,0,0,33,56,0,0,58,24,0,0,0,437,1135022,0.000385015,0.038501456,4.04
X,87f80e1b75c17bba760e92b1f6969094,33,53,27,19,63,36,47,27,60,36,0,38,42,52,39,0,43,19,10,0,26,0,43,36,749,1135022,0.000659899,0.06598991,4.07
X,883fab469077b040e17e928577ed4a8a,0,8,18,0,9,10,8,0,5,7,0,0,0,0,0,0,11,7,0,0,0,0,10,0,93,1135022,8.19367E-05,0.008193674,4.01
X,8860791be9bea854d2b813e7200c00a8,0,0,69,0,48,0,35,0,80,103,0,0,37,0,0,21,0,21,26,0,0,0,85,0,525,1135022,0.000462546,0.04625461,4.05
X,88a6c91701cd7cbd73bff81f821a4d47,19,20,44,0,0,47,50,120,78,0,0,13,0,0,48,0,78,28,0,45,28,0,0,0,618,1135022,0.000544483,0.054448284,4.05
X,88fb15f05df086348963d416fa3f3077,0,0,28,0,52,36,39,0,30,0,0,17,0,0,0,33,58,10,13,35,33,0,0,0,384,1135022,0.000338319,0.033831943,4.03
X,891dc7c4bc5fbd51e97b9a0c110c6220,69,96,57,21,118,157,182,132,96,33,13,33,47,30,62,166,153,58,90,118,119,0,47,22,1919,1135022,0.001690716,0.169071613,4.17
X,891f4e188fadbc3661081d172cdc6b0d,104,565,1016,156,519,1805,1175,1121,991,224,177,529,451,307,442,367,373,164,208,690,442,67,86,151,12130,1135022,0.010687018,1.068701752,5.07
X,893acb6d6f7290c6849d4c803a77f7ba,25,105,65,31,35,49,105,13,59,30,29,162,105,114,42,72,38,50,106,88,65,75,51,130,1644,1135022,0.00144843,0.144843007,4.14
X,8a6a25bf1aef413f6cae7a6678383e23,29,23,19,14,0,27,27,0,28,0,0,0,0,0,0,0,0,16,17,0,0,0,30,28,258,1135022,0.000227308,0.022730837,4.02
X,8acf98e90b03c6e2b7cd8d66b96f76b0,20,13,0,0,0,9,10,0,0,0,0,0,22,20,16,11,12,11,12,0,0,25,10,9,200,1135022,0.000176208,0.017620804,4.02
X,8af9b72c1b3847562719d980e6cab6ef,77,130,240,12,154,316,150,515,115,23,32,133,158,72,137,103,212,26,133,187,117,29,73,38,3182,1135022,0.00280347,0.280346989,4.28
X,8cc92a17f049c226b3da5af42a046922,28,38,0,0,37,54,0,0,25,0,0,22,17,12,0,0,17,16,42,0,0,56,22,48,434,1135022,0.000382371,0.038237144,4.04
X,8d1b5098c19d452a16d54c3481b04b9b,0,17,29,15,13,0,0,0,9,0,0,14,0,24,0,12,0,0,0,0,0,15,27,0,175,1135022,0.000154182,0.015418203,4.02
X,8d208edaadfded1f5e11b203472a52e8,35,74,47,0,15,0,33,0,26,15,26,129,65,29,0,45,22,92,93,65,21,96,75,137,1140,1135022,0.001004386,0.100438582,4.10
X,8deaa2d22da68725c5999060b3f3d7dc,17,0,0,0,0,18,31,16,0,20,0,0,29,0,10,27,0,0,29,27,65,0,0,0,289,1135022,0.000254621,0.025462062,4.03
X,8e1fcedc470496e0a9beda003f27794e,0,69,0,23,77,100,38,123,81,22,0,33,30,0,88,40,98,28,40,45,61,35,0,25,1056,1135022,0.000930378,0.093037844,4.09
X,8eb8726ba6cbf89f7cbde776252e683b,0,0,0,0,0,48,16,0,25,0,0,47,44,39,31,13,19,12,0,20,0,0,11,0,325,1135022,0.000286338,0.028633806,4.03
X,8eeee86659d39d7697f96a115ec58955,0,38,0,0,23,39,34,0,26,0,0,35,0,0,0,38,0,0,35,0,23,25,26,41,383,1135022,0.000337438,0.033743839,4.03
X,8f90932836eec8eb89164f265ebd63f5,20,22,0,0,36,54,65,78,50,0,0,0,25,24,0,46,43,0,0,70,0,0,23,0,556,1135022,0.000489858,0.048985835,4.05
X,8fe082ca2a9e48e72fa4263990d308fc,0,19,0,0,50,33,0,83,45,0,0,0,0,0,15,48,0,0,0,54,28,0,0,24,399,1135022,0.000351535,0.035153504,4.04
X,903eefeee322e52d15e60cb18567a7b8,40,0,33,0,40,35,42,76,113,0,0,0,0,0,82,52,0,0,39,83,16,36,0,0,687,1135022,0.000605275,0.060527461,4.06
X,9068cc249fa74993dc04bcabb5b5412e,0,37,31,0,18,50,96,0,47,18,13,32,59,84,8,36,37,50,31,77,88,15,17,21,865,1135022,0.0007621,0.076209977,4.08
X,908a07db99a2fd499396734f0600a05d,0,24,33,0,25,36,23,23,16,15,13,0,21,16,0,38,0,26,0,0,0,0,32,31,372,1135022,0.000327747,0.032774695,4.03
X,90aca794c7e30b8a77e87f13ffc9a5cc,1287,2278,1139,464,2201,1713,2732,2388,1980,1438,596,2253,2631,1566,1446,2255,2043,2221,2322,2010,2206,1817,2067,2156,45209,1135022,0.039830946,3.983094601,7.98
X,90d91a0fb858cc9a96670532b6259785,0,73,98,0,63,0,36,38,118,28,42,272,75,147,84,0,0,7,0,32,0,13,30,0,1156,1135022,0.001018482,0.101848246,4.10
X,9135d7155bba0167c18abea1547e40a1,0,0,29,0,0,30,40,0,20,9,0,15,16,0,18,19,0,13,12,0,25,11,17,14,288,1135022,0.00025374,0.025373958,4.03
X,91c031ca66abf3247ada2df127f78fec,27,56,73,0,20,117,0,128,63,0,4,44,0,7,64,9,19,0,0,16,24,0,0,0,671,1135022,0.000591178,0.059117797,4.06
X,9214c8ae1d39f7b6cd90d07cde2582f6,33,157,39,29,163,325,191,293,199,77,41,130,84,102,93,42,92,25,132,150,89,0,27,63,2576,1135022,0.00226956,0.226955953,4.23
X,925393b9f7f11f90380be72f3221084b,0,0,74,0,0,125,83,113,50,0,21,35,98,0,0,23,0,12,21,53,0,0,0,0,708,1135022,0.000623776,0.062377646,4.06
X,92d1a7d25bc8fd9a67041099190d586a,50,46,73,34,42,42,16,81,0,0,13,0,16,18,0,38,0,23,38,0,61,30,33,61,715,1135022,0.000629944,0.062994374,4.06
X,92e99b44d3aeb745a3c8da93b4e15106,97,186,196,0,146,105,127,54,153,172,30,90,44,137,174,55,201,147,109,167,152,45,113,51,2751,1135022,0.002423742,0.242374157,4.24
X,9579a5f30c614e368b67f8feca65e1bb,0,0,0,0,0,35,0,57,24,0,0,0,18,11,0,0,72,33,0,31,36,0,41,0,358,1135022,0.000315412,0.031541239,4.03
X,95b7ca5420d297cd6aa607b4d70451ee,0,60,62,0,76,17,88,0,99,14,24,69,0,0,57,40,0,34,48,137,67,0,0,0,892,1135022,0.000785888,0.078588785,4.08
X,95d34d68ebc901006e2b053007a394be,0,0,30,0,34,59,0,51,63,22,0,44,37,30,35,0,46,0,17,86,18,0,0,0,572,1135022,0.000503955,0.050395499,4.05
X,96a9f76145d491a45ae6f37e5f000c32,0,54,0,0,117,0,71,119,96,0,0,0,0,0,25,135,38,89,86,78,89,0,26,0,1023,1135022,0.000901304,0.090130412,4.09
X,979d36c2bd41f74ccf53e33c5bfe05bb,64,140,77,42,294,93,157,47,104,194,56,236,192,144,0,0,0,63,58,0,39,75,187,144,2406,1135022,0.002119783,0.21197827,4.21
X,97a7fce8cdd13b1e08878a12b1ece4fd,92,0,43,0,107,65,40,48,65,32,17,0,88,10,0,72,30,51,103,72,95,0,0,20,1050,1135022,0.000925092,0.09250922,4.09
X,9914d8db34d1ba2e1b1d738debd628ed,20,0,0,6,34,0,0,0,0,16,0,0,21,0,0,23,0,13,10,0,36,0,10,0,189,1135022,0.000166517,0.01665166,4.02
X,99dcc006e4e9e32684001ad2b1fbae80,0,3,0,5,0,18,9,26,0,0,0,0,21,5,10,0,23,0,0,0,11,0,0,0,131,1135022,0.000115416,0.011541627,4.01
X,9a56d338601eed478baefaf441a46811,74,0,112,0,100,0,145,105,72,40,0,62,91,57,75,142,0,120,47,82,162,80,81,0,1647,1135022,0.001451073,0.14510732,4.15
X,9a8e4e8ffadc16a536dcc728c522ecd4,0,14,15,0,6,27,9,14,13,0,0,20,0,0,9,0,0,0,10,21,4,0,0,0,162,1135022,0.000142729,0.014272851,4.01
X,9af3467db68cf6063627304cecd46a65,45,54,70,20,65,169,125,198,146,59,15,29,18,48,42,96,344,55,30,61,37,29,38,28,1821,1135022,0.001604374,0.160437419,4.16
X,9af46ca9a2e9be167a4699576e46986e,13,17,0,20,0,0,0,0,27,0,0,14,30,0,0,0,15,0,0,0,29,26,21,0,212,1135022,0.000186781,0.018678052,4.02
X,9b3c83f0ce7d2ff29b69d076065c65d9,38,46,47,16,107,47,57,59,0,29,0,12,34,0,26,36,80,58,57,0,15,40,44,24,872,1135022,0.000768267,0.076826705,4.08
X,9c01a12efa2c13aa18015f606e2177ad,0,0,41,0,34,27,27,18,19,0,0,0,0,0,11,0,18,0,23,0,0,9,0,0,227,1135022,0.000199996,0.019999612,4.02
X,9c4106ff1be67d955608c29452acea9c,0,9,0,2,0,0,0,0,11,0,0,0,0,0,0,8,12,5,6,18,15,0,5,4,95,1135022,8.36988E-05,0.008369882,4.01
X,9c4117365dcf5e96db1c2696e3ba0aca,0,17,0,0,19,0,32,0,0,37,14,39,27,15,0,19,9,31,52,0,44,0,0,10,365,1135022,0.00032158,0.032157967,4.03
X,9d15e89e6dfc7469f1218986d3294148,70,420,351,37,57,461,164,209,513,167,64,264,120,117,97,108,205,87,416,227,111,60,93,62,4480,1135022,0.00394706,0.394706006,4.39
X,9d44542f9e5d6afaa65338fade7390cb,23,24,35,0,44,36,0,27,37,0,0,24,0,19,20,22,26,23,23,34,0,0,28,19,464,1135022,0.000408803,0.040880265,4.04
X,9e009a61a1eaaf8ab02bd92eed63b2e6,0,0,38,0,26,29,30,35,36,0,0,13,19,20,22,0,43,20,0,0,30,0,31,0,392,1135022,0.000345368,0.034536775,4.03
X,9e04003825b786bb57df86bd48e6b9f8,171,331,267,71,347,247,359,391,474,216,76,194,316,301,288,392,572,198,297,386,264,57,121,185,6521,1135022,0.005745263,0.574526309,4.57
X,9e68814ff5c7be0da458d282eb1bdb90,218,137,48,137,61,30,68,0,0,90,0,0,102,87,78,90,27,172,95,0,73,397,489,488,2887,1135022,0.002543563,0.254356303,4.25
X,9e7bbfe13d93363d34e0ae98df331a88,63,27,28,0,42,52,52,0,0,36,0,28,62,0,0,48,9,0,36,29,28,87,25,56,708,1135022,0.000623776,0.062377646,4.06
,a1087281564dff44783f3b0247bb3dfa,43,34,0,78,65,97,69,0,48,58,0,0,51,35,18,42,183,24,48,71,55,98,138,189,1444,1135022,0.001272222,0.127222204,4.13
,a1a7dde83a081698cb384f31a3387577,145,308,172,74,140,151,199,103,180,190,71,144,214,202,160,125,128,108,286,191,152,188,163,147,3941,1135022,0.003472179,0.347217939,4.35
,a1fa3a592da596cfd723d113579fc05f,51,83,0,33,0,23,38,70,40,61,14,36,112,0,0,0,0,0,31,0,0,46,122,59,819,1135022,0.000721572,0.072157192,4.07
,a1fad2342c3aea3b75f17816f0aab4b5,0,43,0,0,9,30,40,0,0,14,30,0,14,36,30,0,34,65,79,42,66,0,0,0,532,1135022,0.000468713,0.046871338,4.05
,a22fcdd3e671bf3d1fdf9126ecbe36b5,0,41,0,13,48,122,29,72,18,0,0,29,0,18,86,0,0,0,0,0,0,0,37,16,529,1135022,0.00046607,0.046607026,4.05
,a233f3333f0013b24af2d90a890c0f68,64,40,52,0,120,69,54,75,65,0,0,33,32,0,52,54,21,0,27,23,0,54,63,55,953,1135022,0.000839631,0.08396313,4.08
,a2bee44bbef7016d61ea7b67edbcbeee,0,0,68,0,94,89,121,327,186,21,0,10,17,0,0,472,285,76,81,211,113,0,0,0,2171,1135022,0.001912738,0.191273826,4.19
,a3eec1066dc4d8e5c4ddfae5d2c4f9f8,12,23,0,0,49,36,27,26,22,13,0,16,0,11,42,51,24,0,0,34,25,0,0,0,411,1135022,0.000362108,0.036210752,4.04
,a5e48b027fcf233fa5c9a33e67ddd2c4,0,0,0,0,32,42,27,43,65,0,0,0,25,22,25,36,105,29,34,80,47,0,0,0,612,1135022,0.000539197,0.05391966,4.05
,a5f66d45d3b07965295c5e479f8e2570,55,75,0,0,0,49,49,65,0,0,0,73,52,54,0,65,0,109,39,0,0,80,108,84,957,1135022,0.000843155,0.084315546,4.08
,a6841fd6c341bedd8a401cd08bb2763d,112,156,37,60,70,26,84,47,0,94,23,60,189,92,28,105,79,96,82,49,102,242,179,211,2223,1135022,0.001958552,0.195855235,4.20
,a6b28c46eae3926c45e4dcd5a265e5cc,55,0,33,7,99,40,37,0,0,34,28,14,0,0,0,59,36,0,79,32,50,0,0,0,603,1135022,0.000531267,0.053126724,4.05
,a73ea8e1b71af00189f78b641c416b65,71,194,0,0,125,119,201,145,110,0,45,26,143,87,184,129,0,81,28,64,100,56,32,149,2089,1135022,0.001840493,0.184049296,4.18
,a84536420f1d2bfcad7c99841fdd714c,0,12,44,0,42,119,24,161,96,0,0,0,0,0,6,58,59,18,27,82,19,0,0,0,767,1135022,0.000675758,0.067575783,4.07
,a925dcf6cc3e777d9888aeb184a6c6ee,36,64,51,9,43,74,0,0,162,47,31,132,131,89,0,0,0,0,0,0,0,197,133,219,1418,1135022,0.001249315,0.124931499,4.12
,aa1a95bff808c63959ec26ff3dcf8dd9,277,232,219,134,603,394,372,287,282,104,48,171,166,141,207,58,148,97,52,0,63,240,260,278,4833,1135022,0.004258067,0.425806724,4.43
,aa4a7da60cbfadf333c660778816fa41,21,0,13,0,0,0,10,0,0,30,6,20,29,0,19,0,0,0,8,0,23,0,0,0,179,1135022,0.000157706,0.015770619,4.02
,aa6884ce838770d70b18e5e242babbda,133,53,145,0,76,0,129,0,65,125,0,101,171,166,0,57,126,64,232,0,223,534,227,203,2830,1135022,0.002493344,0.249334374,4.25
,aa84636b7ec9b417f6dc9f0eb2c58c7a,42,0,54,81,93,0,91,0,0,0,0,0,46,0,63,56,58,0,0,25,44,77,26,103,859,1135022,0.000756814,0.075681352,4.08
,aaeaf48251cb111740428f41dd173118,275,181,98,82,106,37,63,52,81,88,0,119,162,125,62,236,51,125,194,115,32,412,185,468,3349,1135022,0.002950604,0.29506036,4.30
,ab0129d2a23407212f1d2de135fd7200,36,0,0,0,68,109,171,101,107,0,0,0,0,0,60,197,52,0,0,49,0,0,88,0,1038,1135022,0.00091452,0.091451972,4.09
,ab0184f9b865f34e92ea87ed83be9079,215,757,549,174,534,775,844,369,562,706,310,1039,1080,1080,600,460,572,424,479,264,565,334,343,621,13656,1135022,0.012031485,1.203148485,5.20
,ab721876cc7159bf0ada0ccfb2a8bbdf,108,74,0,15,136,51,68,42,81,39,26,21,0,50,60,52,93,40,40,67,113,22,34,0,1232,1135022,0.001085442,0.108544152,4.11
,abad53feb6f5780f11bf5253dd85b33b,12,0,57,0,0,88,0,54,45,19,0,0,45,0,27,80,55,0,13,38,57,23,28,12,653,1135022,0.000575319,0.057531924,4.06
,abf320b88f186e4d58caaad5269eec4a,0,0,0,2,9,47,30,16,14,0,0,13,0,7,0,0,18,16,17,0,17,0,7,0,213,1135022,0.000187662,0.018766156,4.02
,ac05239d928345234c6539b3a6fd96e3,0,20,37,0,36,29,77,32,27,0,0,0,0,0,25,0,43,19,44,35,36,0,17,0,477,1135022,0.000420256,0.042025617,4.04
,acdd1a133a40c6b818242c334607b6c4,0,23,55,0,52,64,26,70,23,0,0,0,24,0,20,25,13,13,35,25,27,0,22,0,517,1135022,0.000455498,0.045549778,4.05
,ad3b7fb4c9a6503748eea4556b980550,0,27,51,0,0,31,27,59,27,0,0,21,0,0,0,0,37,0,0,33,32,0,0,0,345,1135022,0.000303959,0.030395887,4.03
,ad940a13228634488f45fd53ace3a77f,77,68,25,33,104,63,167,30,32,42,0,58,91,30,56,9,33,13,22,18,0,27,34,48,1080,1135022,0.000951523,0.095152341,4.10
,ade04fd51fe2a7ea6a5de7be6c690573,77,85,80,10,110,140,121,112,160,45,0,50,82,0,77,40,122,97,92,134,140,19,97,22,1912,1135022,0.001684549,0.168454885,4.17
,afabed17a08ffea3fd97aa1e4079bd73,20,40,12,0,29,20,34,11,5,25,8,22,22,22,20,35,31,46,66,59,57,40,29,35,688,1135022,0.000606156,0.060615565,4.06
,b0546a8c6a38415c52d2dc916319d3fd,1153,2084,1446,323,1036,1099,1365,1047,1559,1476,624,1867,2624,2626,727,2029,1941,1444,1943,1280,1220,263,516,694,32386,1135022,0.028533368,2.853336764,6.85
,b08518861aad3a55ec7ee5dee551c3a1,0,0,0,13,0,0,0,27,57,25,0,0,21,27,27,84,0,30,44,20,38,18,0,28,459,1135022,0.000404397,0.040439745,4.04
,b0e4f3ceee29def926d46293783b1d7e,23,0,48,7,0,29,27,49,0,22,18,60,32,24,0,26,45,0,35,42,0,0,33,23,543,1135022,0.000478405,0.047840482,4.05
,b2ec51c2f0077d6b87161717efe76364,18,20,30,0,19,0,16,24,53,0,0,0,25,0,22,0,0,0,19,0,0,0,9,0,255,1135022,0.000224665,0.022466525,4.02
,b32c31cdf2e8499f2dcf74dc1dca50df,23,28,16,0,62,61,0,58,0,9,0,0,0,0,0,54,123,31,0,72,133,0,0,0,670,1135022,0.000590297,0.059029693,4.06
,b3c1211e14d33271520c54eca3cb28ef,28,35,0,0,32,27,29,37,0,10,0,11,0,0,0,60,44,0,26,57,46,0,0,0,442,1135022,0.00038942,0.038941976,4.04
,b40dca02f07ecf1c0f53760f0153a059,67,187,115,61,82,91,69,0,0,128,0,51,136,75,53,0,63,85,54,0,81,304,196,215,2113,1135022,0.001861638,0.186163792,4.19
,b477fe06ecfbad39757b5fbf632ec460,0,0,0,0,21,25,28,0,0,0,0,0,18,23,0,12,31,0,0,0,38,35,35,0,266,1135022,0.000234357,0.023435669,4.02
,b567decaef71d6ea34ae052cb3f4d9ec,20,12,22,0,20,31,20,15,73,30,0,51,11,27,9,13,48,12,45,54,20,0,0,0,533,1135022,0.000469594,0.046959442,4.05
,b5d49294b2ff467ac47bd4354403f548,10,0,0,0,0,19,49,12,0,15,45,13,22,23,56,0,0,29,29,0,49,53,0,31,455,1135022,0.000400873,0.040087329,4.04
,b6a43518489d27d2ed896dabc3b4ad17,9,21,7,8,20,0,49,41,17,0,0,15,14,12,0,0,8,9,0,0,3,0,6,0,239,1135022,0.000210569,0.021056861,4.02
,b6f17b4c02a8e93d92fcdbd3f436a567,88,177,75,0,100,79,132,24,47,101,26,49,151,55,41,177,72,140,89,28,65,208,253,209,2386,1135022,0.002102162,0.21021619,4.21
,b789f4414dbc46ec887bca40211be30e,40,35,46,0,77,33,29,20,36,15,0,20,20,14,31,51,0,28,28,0,30,0,21,13,587,1135022,0.000517171,0.051717059,4.05
,b7ac0bc559a12538548ef7ce2f485586,0,33,49,0,0,42,56,55,49,0,0,0,31,0,50,44,65,46,28,54,0,0,31,0,633,1135022,0.000557698,0.055769844,4.06
,b9d64121503c9f2dd6f82327aaae7aba,62,75,61,0,0,46,0,49,24,18,0,46,87,62,72,0,0,19,34,29,38,0,0,31,753,1135022,0.000663423,0.066342326,4.07
,ba38c008209c1f32d15e96d005308311,19,41,84,0,32,27,86,0,64,70,43,142,47,87,54,93,81,123,292,0,131,29,45,85,1675,1135022,0.001475742,0.147574232,4.15
,bad02fb4b97f30182ffe6e934f54ad5f,18,0,23,0,69,66,61,119,130,0,0,0,0,0,20,177,185,31,58,119,38,0,0,0,1114,1135022,0.000981479,0.098147877,4.10
,bb10687239ff03141efa552d999885ed,0,7,0,0,0,22,19,8,14,0,0,31,11,0,12,0,5,0,18,0,0,0,0,0,147,1135022,0.000129513,0.012951291,4.01
,bb46b1f5d33b1bbac8e2fa6bc0d87bd7,8,146,112,0,49,77,83,77,35,0,0,71,31,120,85,0,34,25,0,0,7,99,46,86,1191,1135022,0.001049319,0.104931887,4.10
,bb618c07d8b9cdb0d42ec2541ba82725,10,12,9,0,0,19,0,6,0,14,0,0,0,7,15,0,17,0,13,0,0,46,0,0,168,1135022,0.000148015,0.014801475,4.01
,bb7dabeda6ffe6cae93a9cbbc7afb54b,0,10,37,0,0,21,24,0,0,0,0,19,0,0,0,23,19,27,38,9,12,53,22,0,314,1135022,0.000276647,0.027664662,4.03
,bd1c5a1d598935c732723e49a713dee1,1066,1391,970,734,1205,774,979,693,354,1524,179,1079,1604,1457,1327,326,753,721,1020,395,986,1942,1992,3012,26483,1135022,0.023332587,2.333258739,6.33
,bd45687e58f780141d2fd0009e2ac526,0,14,0,0,16,14,39,29,14,22,0,0,4,0,21,23,32,14,45,31,39,10,15,0,382,1135022,0.000336557,0.033655735,4.03
,bd5b50733d50f1225b08b468f38eec67,86,231,166,59,261,336,323,194,201,176,57,224,293,219,167,153,311,113,30,98,119,0,160,114,4091,1135022,0.003604335,0.360433542,4.36
,bdf8a26094624622d68509a87fa75ba7,0,0,20,0,259,45,31,32,66,37,0,44,21,42,20,27,144,39,39,52,0,33,38,33,1022,1135022,0.000900423,0.090042308,4.09
,bffe9696e67621f8e6f63d7dd8814ae3,25,0,55,0,0,36,57,47,55,0,0,0,0,0,41,0,22,0,0,23,22,0,0,0,383,1135022,0.000337438,0.033743839,4.03
,c0bcf7e96430d61108868a152d0d7ff0,0,0,26,0,31,79,32,50,67,10,0,0,22,0,0,81,85,0,0,23,51,0,0,0,557,1135022,0.000490739,0.049073939,4.05
,c0ec01007e791d30819aa844d64ad2ae,14,154,81,27,57,134,192,58,42,22,23,58,31,106,62,34,59,0,9,0,0,22,173,33,1391,1135022,0.001225527,0.122552691,4.12
,c0f775fff77049501c4f8b4f5460097c,0,23,11,0,40,15,47,50,42,12,16,6,0,0,24,23,19,0,0,0,17,7,0,0,352,1135022,0.000310126,0.031012615,4.03
,c156fd0f1861c5cbd451a01529215a91,57,259,177,13,77,115,246,56,137,78,100,399,243,334,73,163,131,173,210,16,143,136,121,86,3543,1135022,0.003121525,0.31215254,4.31
,c1852660e0c98af7d998ab1e15dfeef2,42,61,37,0,34,0,39,49,57,0,13,21,38,36,41,31,91,36,46,64,26,35,0,22,819,1135022,0.000721572,0.072157192,4.07
,c18cbcf9882dc05c7d7ca7d4e8112cf9,0,0,0,0,71,42,75,34,54,44,0,77,63,71,0,39,0,52,46,16,0,133,112,38,967,1135022,0.000851966,0.085196586,4.09
,c22fca4bf161aec670f108d97d721ff7,34,105,75,0,104,30,88,0,73,63,21,157,105,100,117,41,33,113,149,12,131,66,20,28,1665,1135022,0.001466932,0.146693192,4.15
,c301d3e68043b5944227a3d68409ab62,22,37,0,0,0,22,0,34,0,35,0,0,9,33,10,9,41,0,0,14,0,25,16,31,338,1135022,0.000297792,0.029779158,4.03
,c34826585dd78407f20e083103851b81,0,0,0,0,53,0,0,16,40,0,0,0,0,0,0,23,0,109,114,0,53,429,22,252,1111,1135022,0.000978836,0.097883565,4.10
,c3fcc0e2e3c0bd928af7694aeb15d7b9,21,32,0,0,17,18,22,0,21,0,0,0,20,0,32,14,0,13,0,0,20,36,0,16,282,1135022,0.000248453,0.024845333,4.02
,c42b1bcc145935d27c6c3eca92961ee2,29,88,63,0,36,34,66,32,22,63,35,63,85,76,72,45,45,31,106,0,0,90,117,92,1290,1135022,0.001136542,0.113654185,4.11
,c45e5200945481c371932d3c578789c3,266,722,84,168,863,765,1117,666,912,369,186,514,639,589,692,384,828,663,614,468,967,553,716,677,14422,1135022,0.012706362,1.270636164,5.27
,c4ba50034a960675ef977846fd1a4ca2,8,18,0,0,0,0,0,35,0,13,0,0,17,0,13,13,23,0,0,0,20,0,0,44,204,1135022,0.000179732,0.01797322,4.02
,c4fb65ed3eb4a6360f13ff7ec5af1cb2,65,101,45,33,71,114,84,46,80,0,0,0,0,0,0,37,45,15,0,50,42,59,69,83,1039,1135022,0.000915401,0.091540076,4.09
,c550d693ad3b162a817462cc945063ff,0,32,0,8,30,0,0,0,0,27,0,0,22,0,24,0,0,0,31,0,0,33,45,47,299,1135022,0.000263431,0.026343102,4.03
,c5e54fbde810694d472e2f8a49332727,0,64,0,0,34,71,59,0,0,0,14,0,0,0,0,45,33,17,69,90,39,0,0,0,535,1135022,0.000471357,0.04713565,4.05
,c60262a210173d6a6605e298797827d3,17,0,13,0,19,65,32,91,18,0,0,5,25,0,0,82,29,0,39,65,41,0,0,0,541,1135022,0.000476643,0.047664274,4.05
,c63a29416a7eabd7ff67a49489118771,162,274,319,24,268,427,272,515,349,194,143,309,314,131,285,588,620,324,701,635,500,36,123,80,7593,1135022,0.006689738,0.668973817,4.67
,c6b2ed25f50d20771b88647f12d5c837,25,0,0,34,0,18,0,46,0,42,0,0,48,44,0,0,0,0,0,0,27,41,38,41,404,1135022,0.00035594,0.035594024,4.04
,c7a766d06d80ef6e2ad150327a7cd0e9,24,34,84,0,75,61,50,156,89,23,0,27,60,33,49,0,48,37,0,52,38,36,33,34,1043,1135022,0.000918925,0.091892492,4.09
,c7bb22db90c4c6ada753e55b6e7f2e95,5,14,6,0,15,15,7,0,6,0,12,14,12,10,8,0,0,0,0,0,0,18,6,13,161,1135022,0.000141847,0.014184747,4.01
,c7d515854b42f436b0a5127fb010e8c0,280,352,108,63,622,250,762,107,253,394,210,578,206,200,145,94,114,420,423,144,363,226,259,377,6950,1135022,0.006123229,0.612322933,4.61
,c8ba9d52fde7e9fe713fb5eeb77b5e7b,40,105,141,10,126,129,0,119,88,30,0,52,80,63,129,93,0,0,95,88,108,21,48,45,1610,1135022,0.001418475,0.141847471,4.14
,c8ceb1545da3cdb631c6b22da67d8a14,0,20,62,0,56,98,49,86,103,0,0,13,15,0,17,42,86,36,32,41,16,0,17,19,808,1135022,0.00071188,0.071188047,4.07
,c938c4ceac4c09d1270d8be976a6ccde,0,65,0,0,0,30,126,59,24,0,0,0,0,0,0,163,148,96,99,91,107,0,65,0,1073,1135022,0.000945356,0.094535613,4.09
,c96adcfeae3792cace6f3d933a87fea0,57,48,26,0,0,0,22,0,22,29,0,0,44,24,30,14,22,28,30,27,30,108,66,86,713,1135022,0.000628182,0.062818166,4.06
